지역본부,소속,선명,역이름,년,월,일,시,분,요일,역/열차,장소,세부장소,성별,나이,음주,세부내용,부상상태
부산경남,부산고속열차,경부선,부산역,16,11,12,12,53,토,무궁화,객실,8호차 1~2석,여,57,무,김나리 고객 보호자로 자녀가 화상을 입어 정신적 충격 호소,경상
부산경남,구포관리역,경부선,물금역,16,11,12,17,41,토,역,타는곳,상행 타는곳,남,29,무,‘16. 11. 12. 17:41분경 경부선(상선) 물금역을 123k/m 속도로 통과하던 ITX-새마을 #1012열차가 전방 150m지점(상행 홈 중간지점 지난 가장자리)에서 사람과 부딪힘,사망
부산경남,부산고속열차,경부선,VOC,16,11,13,19,35,일,KTX,객실,17호차 휴지통,여,,무,휴지통에 쓰레기를 버리던 중 투입구에 손가락 찰과상을 입음,경상
부산경남,구포관리역,경부선,구포역,16,11,17,18,10,목,역,계단,역사 내 1층 계단,,,무,구포역 2층 맞이방에서 1층으로 계단을 내려오다 넘어짐,경상
부산경남,밀양관리역,경부선,부산역,16,11,20,18,13,일,역,타는곳,3번 타는곳,,72,무,밀양역에서 무궁화호 1213열차 승차권을 가지고 1825열차를 이용하기 위해 3번 타는 곳으로 이동하여 열차가 도착되는 것을 확인하고 지정호차로 뛰어 이동하든 중 장애인 점자블럭에 발이 걸려 넘어짐,경상
부산경남,구포관리역,경부선,구포역,16,11,22,10,30,화,역,타는곳,2번 타는곳,여,,무,구포역에서 밀양역으로 가기위해 무궁화 #1212열차(10:33 출발)를 타기위해 구포역 상선 승강장에서 열차를 기다리던중 승강장 옆에 심어놓은 화초를 구경하다가 승강장에서 발을 헛딛어 선로변으로 몸이 넘어짐,경상
부산경남,울산관리역,경부선,울산역,16,11,24,17,58,목,역,E/S,E/S,남,,음주,18시경 울산역에서 KTX166열차를 이용하기 위해 에스컬레이터로 이동 중 넘어짐,경상
부산경남,울산관리역,경부선,울산역,16,11,24,17,58,목,역,E/S,E/S,여,,무,18시경 울산역에서 KTX166열차를 이용하기 위해 에스컬레이터로 이동 중 넘어짐,경상
부산경남,부산고속열차,경부선,신경주역,16,11,25,14,5,금,KTX,객실,좌석시트,남,28,무,좌석시트가 젖어있어 이용 중 바지가 오염,대물
부산경남,부산관리역,경부선,부산역,16,11,27,10,5,일,역,E/S,E/S,여,86,무,KTX 제130열차에 승차하기 위하여 부산역 맞 이방에서 타는 곳 8번 승강장으로 이동 중 에스컬레이터 21호기에 승차 후 곧바로 중심을 잃어 계단에서 넘어짐,경상
부산경남,부산고속열차,경부선,부산역,16,11,27,18,0,일,KTX,객실,좌석,여,64,무,선반위 가방이 떨어지면서 머리에 부딪혀 두부통증 호소,경상
부산경남,부산관리역,경부선,부산역,16,11,18,7,0,금,역,역광장,선상광장,남,,무,선상주차장에서 부산역으로 진입하던 중 현수막 줄에 걸려 넘어짐,경상
부산경남,부산고속열차,경부선,천안아산역,16,11,29,19,1,화,KTX,객실출입문,통로,여,69,무,하차하기 위해 짐을 들고 나오다가 급정차로 뒤로 넘어짐,경상
부산경남,부산관리역,경부선,부산역,16,11,30,12,46,수,역,E/S,E/S,여,,무,바다맞이방 14호기(3~4번 올라오는 에스컬레이터)를 이용하여 올라오든 중 앞서가든 고객이 중심을 잃고 뒤로 넘어져 뒤따라오든 고객을 덮쳐 여러명이 넘어짐,경상
부산경남,부산관리역,경부선,부산역,16,11,30,12,46,수,역,E/S,E/S,여,,무,바다맞이방 14호기(3~4번 올라오는 에스컬레이터)를 이용하여 올라오든 중 앞서가든 고객이 중심을 잃고 뒤로 넘어져 뒤따라오든 고객을 덮쳐 여러명이 넘어짐,경상
부산경남,밀양관리역,경부선,밀양역,16,11,30,15,15,수,역,타는곳,타는곳,남,76,무,밀양역 도착 후 걸어오던 중 하선홈 고객용 대기의자를 못보고 부딪혀 넘어짐,경상
부산경남,구포관리역,경부선,구포역,16,12,1,15,20,금,역,맞이방,매표실 앞,남,,음주,승차권을 구매하기 위해 한줄서기 라인에 비틀거리면서 들어오다가 한줄서기 라인을 잡으면서 중심을 잃고 넘어짐,경상
부산경남,부산관리역,경부선,부산역,16,12,3,21,41,토,역,타는곳,열차와 타는곳 사이,여,41,무,KTX #309열차를 이용하여 부산역 21:40분 도착하여 열차 승강대 출입계단으로 내리다 발을 헛디뎌 넘어짐,사망
부산경남,부산고속열차,경부선,천안아산역,16,12,5,13,20,월,KTX,객실,객실내,여,50,무,커피카트와 접촉하여 오른쪽 정강이 부분 접촉,경상
부산경남,울산관리역,경부선,울산역,16,12,6,17,41,화,역,맞이방,맞이방,남,,무,광명행 #166열차를 이용하기 위해 울산역에 도착하여 맞이방에서 이동하던 중 바닥에 커피가 쏟아진 곳을 지나다 미끄러워 중심을 잃고 휘청거림,경상
부산경남,부산고속열차,경부선,청도역,16,12,8,18,38,목,무궁화,객차승강문,승강문,여,80,무,승차 중 출입문이 닫히면서 출입문에 어깨 충돌,경상
부산경남,부산관리역,경부선,부산역,16,12,9,21,25,금,역,E/S,E/S 4호기,여,3,무,에스컬레이터 4호기(중앙에스컬레이터)를 이용하여 올라오든 중 어린이가 부모님의 손을 놓치면서 에스컬레이터에서 넘어짐,경상
부산경남,부산관리역,경부선,부산역,16,12,11,17,0,일,역,E/S,E/S,여,65,무,부산역 10 ․ 11번 타는 곳에서 23호 에스컬레이터에 탑승하여 맞이방으로 올라오던 중 에스컬레이터 핸드레일에 묻어 있던 기름에 상의 소매부분이 오염,대물
부산경남,부산고속열차,경부선,부산역,16,12,11,15,40,일,KTX,객실,좌석,여,,무,의자그물망 청소미흡으로 상의가 오염,대물
부산경남,부산고속열차,경부선,영천역,16,12,12,17,14,월,무궁화,객실출입문,출입문,여,43,무,객실 출입문에 오른손 약지 부상,경상
부산경남,부산고속열차,경부선,수영역,16,12,14,18,0,수,무궁화,전동객실,카페객차,여,54,무,카페객차 방열판에 앉아 여행 중 왼쪽 허리부분에 화상을 입은 사고,경상
부산경남,부산고속열차,경부선,부산역,16,12,20,9,25,화,KTX,객실,선반 위,남,,무,선반 위 오염물로 인해 올려둔 코트가 젖은 사고,대물
부산경남,밀양관리역,경부선,밀양역,16,12,21,17,48,수,역,계단,타는곳 계단,여,64,음주,밀양-구포간 무궁화호 1213열차를 이용하기 위하여 하선 계단을 내려가던중 계단중간쯤에서 발을 헛디뎌 뒤로 넘어짐,경상
부산경남,부전관리역,경부선,부전역,16,12,24,4,20,토,역,E/S,E/S,남,60,무,2호기 에스컬레이터를 이용하던 중 노모가 중심을 잃고 넘어지자 동행한 아들이 어머니를 안아 보호하려다 함께 넘어짐,경상
부산경남,부전관리역,경부선,부전역,16,12,24,4,20,토,역,E/S,E/S,여,83,무,2호기 에스컬레이터를 이용하던 중 노모가 중심을 잃고 넘어지자 동행한 아들이 어머니를 안아 보호하려다 함께 넘어짐,경상
부산경남,부산고속열차,경부선,동대구역,16,12,27,17,40,화,KTX,객실,객실내,여,45,무,주행 중 하부 소음으로 귀가 계속해서 아프다고 신고,경상
부산경남,부산고속열차,경부선,해운대역,16,12,29,14,10,목,무궁화,객실,객실내,,,무,방열판이 뜨거워 신발 밑창이 훼손,대물
부산경남,부산고속열차,경부선,서울역,16,12,31,11,5,금,KTX,객실,객실좌석,남,,무,좌석기둥이 부러지면서 의자가 뒤로 넘어져 허리 및 어깨 통증호소,경상
서울본부 ,용산관리역,경의중앙선,용산역,16,1,2,21 ,53,토,역,타는곳,5번홈,여,60,무,5번홈으로 지하철 타려 가다가 넘어짐,경상
서울본부,서고열소,경부선,서고열소,16,1,3,22 ,5,일,KTX,객실,선반위 측벽등 부근,여,32,무,18-5D 좌석 쪽 선반위 측벽등 부근에서 액체가 흘러 코트가 훼손,경상
서울본부,서고열소,경부선,서고열소,16,1,4,14 ,52,월,KTX,기타,6-7호차 사이 짐칸,여,43,무,짐칸의 튀어나온부분에 캐리어 가방의 커버가 찢어짐,대물
서울본부,수색관리역,경의중앙선,행신역,16,1,7,15 ,40,월,역,역광장,1층 엘리베이터 앞,여,71,무,행신역 입구 1층 엘리베이터 앞에서 넘어짐,경상
서울본부,일산승소,경의중앙선,문산역,16,1,7,22 ,45,목,광역전철,전동출입문,전동출입문,남,75,음주,금촌역 하차중 출입문에  끼어 안경이 떨어지고 좌측 눈 위쪽에 상처,경상
서울본부,서고열소,경부선,서고열소,16,1,10,14 ,42,일,KTX,객실,1호차 영사기 모서리,남,29,무,1-11C영사기 모서리에 손가락을 부딪혀 부상,경상
서울본부,용고열소,호남선,용고열소,16,1,11,21 ,4,월,무궁화,객실출입문,6호차 출입문,남,76,무,6호차 객실출입문에 어깨가 끼여 다침,경상
서울본부,용고열소,호남선,용고열소,16,1,13,9 ,3,수,무궁화,객차승강문,6호차 출입문,남,52,무,6호차 출입문에 머리 끼임,경상
서울본부,용고열소,호남선,용고열소,16,1,13,9 ,35,수,무궁화,객차승강문,5호차 2위 승강문,여,44,무,5호차 2위 승강문의 오작동으로 끼임,경상
서울본부,서고열소,경부선,서울역,16,1,13,9 ,15,수,무궁화,객실,1-47 좌석,여,50,무,파손된 팔걸이에 바지 하의 부분이 찢어짐,대물
서울본부,대곡관리역,일산선,백석역,16,1,15,20 ,50,금,역,게이트,남쪽 게이트,남,36,무,남쪽 게이트 모서리의 용접 이ㅣ음매 돌출부위에 옷이 스치면서 스크래치 발생,대물
서울본부,도라산관리역,경의중앙선,일산역,16,1,15,18 ,9,금,역,이동통로,1번출구 E/V 앞 이동통로,남,37,무,1번출구 엘리베이터에서 내려 걸어가다가 넘어짐,경상
서울본부,용고열소,호남선,평택역,16,1,15,16 ,0,금,무궁화,객차화장실,7호차 화장실,남,9,무,7호차 화장실 출입문에 우측 손가락 약지 끼임,경상
서울본부,서고열소,호남선,서고열소,16,1,15,17 ,20,금,KTX,객실,객실내 벽면,남,54,무,차내 벽면 나사에 걸려 잠바 우측 소매 훼손,대물
서울본부,일산승소,경의중앙선,디엠시,16,1,16,9 ,20,토,광역전철,전동출입문,3번홈 열차 출입문,여,63,무,탑승 중 출입문에 팔과 다리 끼임,경상
서울본부,용산관리역,경의중앙선,이촌역,16,1,18,15 ,54,월,역,계단,4번출구 계단,여,79,무,4번출구 계단에서 넘어짐,경상
서울본부,용고열소,장항선,용고열소,16,1,18,14 ,16,월,새마을,객차승강문,승강문,여,80,무,하차중 출입문 오작동 추정으로 출입문에 끼여 타박상,경상
서울본부,서고열소,경부선,서고열소,16,1,19,21 ,10,화,무궁화,객실,3-25 좌석옆 커텐고리,남,27,무,커튼 고리에 눈 부위 찰과상,경상
서울본부,서고열소,경부선,서고열소,16,1,21,19 ,48,목,새마을,타는곳,객차와 타는 곳 사이,여,46,무,영등포역 하차중 객차와 타는곳 사이로 다리가 빠짐,경상
서울본부,도라산관리역,경의중앙선,풍산역,16,1,21,9 ,45,목,역,계단,서울방면 계단,남,40,무,맞이방 서울방면 계단에서 부주의 실족하여 넘어져 왼쪽 발목 골절,경상
서울본부,서울관리역,경부선,서울역,16,1,23,18 ,40,토,역,타는곳,승강장,여,78,무,하차중 열차와 승강장 사이에 다리가 빠져 발목과 다리 부분에 부상,경상
서울본부,일산승소,경의중앙선,일산승소,16,1,23,15 ,54,토,광역전철,전동출입문,전동출입문,여,76,무,전동출입문이 닫히면서 뒤로 넘어져 머리와 다리 부상,경상
서울본부,용산관리역,호남선,용산역,16,1,25,23 ,43,월,역,화장실,북쪽 환승통로 남자화장실,남,미상,무,남자화장실 바닥의 토사물에 의류훼손,대물
서울본부,용고열소,호남선,용고열소,16,1,25,13 ,55,월,KTX,이동통로,열차내 이동통로,남,81,무,KTX 열차내 이동통로에서 넘어져 안면 찰과상(최강열 로 이름 정정함),경상
서울본부,용산관리역,경인선,용산역,16,1,26,21 ,20,화,역,계단,5번홈 계단,여,21,무,5번홈 남쪽 계단에서 넘어져 골절 의심,경상
서울본부,대곡관리역,일산선,주엽역,16,1,28,15 ,13,목,역,E/S,3호기,남,71,무,es 벽면에 기대어 넘어진 사고,경상
서울본부,서고열소,경부선,서고열소,16,1,29,18 ,24,금,KTX,객차승강문,10호차 승강문,남,20,무,객차출입문에 끼임,경상
서울본부,서울관리역,경부선,서울역,16,1,30,8 ,46,토,역,E/S,6번홈 E/S,남,56,무,E/S 이용중 넘어져 다침,경상
서울본부,대곡관리역,일산선,화정역,16,2,2,13 ,50,화,역,E/S,대화행 상행 es,남,48,무,목발을 짚은 장애인으로 es 이용중 중심을 잃고 넘어짐,경상
서울본부,서고열소,경부선,서고열소,16,2,3,13 ,26,목,KTX,객실,8호차 ,여,기타/미상,무,열차 정차시에 넘어졌다고 주장,경상
서울본부,서고열소,경부선,서고열소,16,2,5,11 ,45,금,KTX,화장실,1호차 장애인 화장실,여,55,무,화장실 입구에 설칭된 열림 닫힘 버튼 상의 모서리 부분에 옷이 걸려 찢어짐,대물
서울본부,서고열소,경부선,서고열소,16,2,6,22 ,30,토,KTX,기타,수유실(8호차),남,2,무,수유방에 있다 넘어져 얼굴에 찰과상,경상
서울본부,서울관리역,경부선,서울역,16,2,8,22 ,0,월,KTX,객실,6-1a 좌석,여,63,무,좌석 앞의 간이탁자 밑의 껌으로 외투 훼손,대물
서울본부,용고열소,호남선,용고열소,16,2,9,20 ,0,화,KTX,객실,14-5C 선반,남,43,무,선반위 노트북이 낙하하여 부상,경상
서울본부,용고열소,호남선,용고열소,16,2,9,14 ,25,화,KTX,객실출입문,13호차 출입문,여,4,무,객실출입문틈에 손가락이 끼임,경상
서울본부,서고열소,경부선,서고열소,16,2,10,20 ,0,수,무궁화,객실출입문,4호차 출입문,남,56,무,4호차 입석 이용중 객실 출입문에 손가락 끼임,경상
서울본부,용고열소,호남선,용고열소,16,2,11,11 ,55,목,KTX,객실,객실내 좌석팔걸이,여,42,무,선반위 짐을 꺼내려고 일어섰다 좌석팔걸이에 부딪힘,경상
서울본부,대곡관리역,경의중앙선,대곡역,16,2,11,15 ,15,목,역,계단,"문산방명 3,4번 승강장 계단",남,74,무,"문산 방면 3,4번 승강장 계단으로 내려가던 중 발을 헛딛어 넘어짐",경상
서울본부,대곡관리역,일산선,원흥역,16,2,11,16 ,30,목,역,E/S,3번출구 ES,여,77,무,"3번출구 ES 상부 턱에 걸려 넘어짐, 안경파손",경상
서울본부,용산관리역,경의중앙선,이촌역,16,2,12,9 ,13,금,역,계단,4번출구 계단,여,80,무,4번 출구 계단 하부에서 중심을 잃고 넘어짐,경상
